   8,    0,   44,  692,   60
   4,    0,   64,  808,   52
   4,    4,   84,  916,   40
  16,    0,  104, 1000,   32
   0,    0,  112, 1000,   36
   4,    4,  164, 1000,   20
   4,    8,  184, 1000,   32
  12,   16,  212, 1000,   32
   8,   16,  240,  984,   24
   8,   24,  284, 1000,   28
  20,   36,  344, 1000,   16
  16,   24,  392, 1000,   16
  12,   44,  448,  988,    8
   8,   40,  504,  920,    8
  24,   64,  592,  916,   24
  24,   88,  640,  832,   20
   4,   72,  668,  684,    4
  28,  108,  892,  716,   28
   0,   48,  560,  392,    0
  16,  104,  748,  452,   16
   8,  124,  844,  424,    8
  12,  164,  904,  388,    8
   8,  160,  948,  364,    8
   8,  156,  968,  348,    4
   4,  176,  984,  320,    4
   0,  172, 1000,  300,    0
   0,  184, 1000,  280,    0
   0,  188, 1000,  260,    0
   0,  184, 1000,  252,    0
   0,  184, 1000,  248,    0
   0,  184, 1000,  252,    0
   0,  188, 1000,  256,    0
   0,  192, 1000,  260,    0
   0,  196, 1000,  268,    0
   4,  204, 1000,  272,    4
   8,  212, 1000,  280,    4
   8,  220, 1000,  280,    8
  12,  216, 1000,  284,    8
   8,  216, 1000,  280,    8
   4,  208, 1000,  276,    4
   4,  204, 1000,  276,    4
   4,  200, 1000,  272,    0
   4,  196, 1000,  272,    0
   4,  196, 1000,  276,    0
   0,  196, 1000,  276,    0
   4,  196, 1000,  276,    0
   4,  192, 1000,  276,    0
   4,  196, 1000,  280,    4
   4,  192, 1000,  284,    0
   4,  196, 1000,  284,    4
   4,  196, 1000,  284,    4
   8,  196, 1000,  288,    4
   4,  200, 1000,  292,    4
   8,  204, 1000,  292,    4
   8,  196, 1000,  292,    4
   4,  188, 1000,  292,    4
   4,  188, 1000,  292,    4
   4,  196, 1000,  292,    4
   4,  192, 1000,  292,    4
   4,  192, 1000,  292,    0
   0,  188, 1000,  288,    0
   0,  188, 1000,  288,    0
  12,  208, 1000,  312,   12
  12,  208, 1000,  312,   12
  12,  208, 1000,  312,   12
  12,  208, 1000,  316,   12
  16,  216, 1000,  320,   16
  12,  212, 1000,  316,   12
   0,  188, 1000,  284,    0
   4,  192, 1000,  292,    4
  12,  192, 1000,  292,    0
   0,  192, 1000,  292,    0
   4,  192, 1000,  292,    4
   4,  188, 1000,  288,    0
   4,  192, 1000,  292,    4
   4,  192, 1000,  288,    4
   0,  192, 1000,  292,    0
   0,  188, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  200, 1000,  288,    0
   0,  188, 1000,  288,    0
   0,  188, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  204, 1000,  292,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  292,    4
   4,  188, 1000,  288,    4
   4,  180, 1000,  288,    4
   4,  188, 1000,  288,    0
   4,  192, 1000,  296,    0
   0,  180, 1000,  288,    0
   4,  180, 1000,  288,    0
   4,  180, 1000,  288,    0
   0,  188, 1000,  288,    0
   0,  176, 1000,  288,    0
   8,  200, 1000,  284,    0
   8,  192, 1000,  284,    0
   0,  192, 1000,  292,    0
   0,  200, 1000,  288,    0
   4,  196, 1000,  284,    0
   4,  200, 1000,  288,    0
   4,  188, 1000,  292,    0
  12,  196, 1000,  288,    0
   4,  192, 1000,  292,    0
   4,  200, 1000,  288,    4
   4,  196, 1000,  288,    0
   4,  192, 1000,  292,    0
   4,  204, 1000,  288,    0
   0,  200, 1000,  288,    0
   4,  200, 1000,  288,    0
   4,  184, 1000,  288,    0
  12,  196, 1000,  288,    0
   0,  188, 1000,  288,    0
   4,  176, 1000,  288,    0
  12,  200, 1000,  284,    0
   4,  192, 1000,  284,    0
   0,  196, 1000,  288,    0
   4,  204, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    0
   0,  188, 1000,  288,    0
   0,  200, 1000,  288,    0
   4,  200, 1000,  288,    0
   4,  200, 1000,  288,    0
   4,  200, 1000,  288,    0
   4,  196, 1000,  288,    0
   0,  176, 1000,  288,    0
  12,  200, 1000,  284,    0
   8,  192, 1000,  288,    0
   0,  196, 1000,  292,    0
   0,  196, 1000,  288,    0
   0,  196, 1000,  288,    0
   4,  200, 1000,  288,    0
   4,  196, 1000,  292,    0
   0,  200, 1000,  288,    0
   4,  200, 1000,  288,    0
   4,  180, 1000,  288,    0
  12,  200, 1000,  284,    0
   4,  192, 1000,  292,    0
   8,  200, 1000,  288,    0
   4,  188, 1000,  292,    4
   4,  196, 1000,  288,    0
   0,  192, 1000,  284,    0
   0,  200, 1000,  288,    0
   4,  188, 1000,  284,    4
   4,  184, 1000,  284,    0
   4,  200, 1000,  288,    0
   0,  196, 1000,  288,    0
   0,  184, 1000,  288,    0
   0,  180, 1000,  288,    0
   0,  196, 1000,  288,    0
   0,  200, 1000,  288,    0
   0,  200, 1000,  288,    0
   0,  196, 1000,  288,    0
   0,  184, 1000,  284,    0
   8,  196, 1000,  284,    0
   0,  188, 1000,  288,    0
   4,  200, 1000,  288,    0
   4,  180, 1000,  288,    0
   0,  188, 1000,  288,    0
   0,  196, 1000,  288,    0
   4,  200, 1000,  284,    0
   4,  188, 1000,  284,    0
   4,  188, 1000,  288,    4
   0,  192, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  184, 1000,  284,    0
   0,  188, 1000,  288,    0
   0,  188, 1000,  288,    0
   4,  188, 1000,  288,    4
   0,  188, 1000,  284,    0
   4,  188, 1000,  280,    0
   4,  188, 1000,  284,    0
   0,  188, 1000,  288,    0
   0,  188, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    4
   0,  188, 1000,  292,    0
   0,  176, 1000,  288,    0
   0,  200, 1000,  288,    0
   8,  196, 1000,  288,    0
   0,  196, 1000,  288,    0
   4,  188, 1000,  288,    4
   0,  176, 1000,  288,    0
   8,  192, 1000,  288,    0
   0,  192, 1000,  280,    0
   0,  188, 1000,  288,    0
   4,  200, 1000,  288,    0
   4,  188, 1000,  288,    0
   0,  188, 1000,  288,    0
   4,  196, 1000,  284,    0
   4,  184, 1000,  288,    0
   0,  188, 1000,  288,    0
   4,  200, 1000,  288,    0
   0,  196, 1000,  288,    0
   4,  200, 1000,  288,    0
   0,  188, 1000,  288,    0
   0,  180, 1000,  288,    0
   4,  204, 1000,  288,    0
  12,  196, 1000,  288,    0
   0,  192, 1000,  292,    0
  12,  196, 1000,  288,    0
   0,  192, 1000,  284,    0
   0,  196, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  188, 1000,  284,    0
   0,  200, 1000,  288,    0
   4,  200, 1000,  288,    0
   0,  192, 1000,  288,    0
   0,  196, 1000,  288,    0
   4,  188, 1000,  296,    4
  12,  180, 1000,  288,    0
   4,  200, 1000,  288,    0
  16,  188, 1000,  288,    0
   4,  196, 1000,  288,    4
   0,  196, 1000,  292,    0
   0,  196, 1000,  288,    0
   4,  196, 1000,  288,    4
   4,  200, 1000,  288,    0
   0,  180, 1000,  288,    0
   4,  188, 1000,  284,    0
   0,  200, 1000,  288,    0
   4,  192, 1000,  288,    4
   0,  196, 1000,  288,    0
   0,  196, 1000,  288,    0
   4,  200, 1000,  288,    0
   4,  204, 1000,  288,    0
   4,  188, 1000,  284,    0
   0,  188, 1000,  288,    0
   0,  196, 1000,  288,    0
   0,  196, 1000,  288,    0
   4,  184, 1000,  288,    0
   0,  176, 1000,  288,    0
   0,  196, 1000,  288,    0
   8,  200, 1000,  288,    0
   4,  196, 1000,  288,    4
   4,  188, 1000,  288,    0
   0,  180, 1000,  288,    0
  12,  176, 1000,  288,    0
   0,  192, 1000,  288,    0
   0,  196, 1000,  288,    0
   0,  188, 1000,  288,    0
   0,  188, 1000,  288,    0
   4,  196, 1000,  296,    0
   4,  180, 1000,  288,    0
  12,  180, 1000,  288,    0
   4,  192, 1000,  284,    0
   0,  196, 1000,  288,    0
   4,  188, 1000,  292,    0
   8,  200, 1000,  284,    0
   0,  196, 1000,  292,    0
   0,  200, 1000,  288,    0
   4,  196, 1000,  292,    0
   4,  192, 1000,  292,    4
   4,  188, 1000,  288,    0
   0,  188, 1000,  288,    0
   4,  204, 1000,  288,    0
   0,  196, 1000,  288,    0
   0,  196, 1000,  288,    0
   4,  196, 1000,  288,    0
   0,  184, 1000,  288,    0
   0,  200, 1000,  288,    0
   0,  196, 1000,  288,    0
   4,  196, 1000,  292,    0
   4,  204, 1000,  288,    0
   4,  196, 1000,  288,    0
  12,  200, 1000,  288,    0
   0,  192, 1000,  292,    0
   8,  192, 1000,  284,    0
   0,  192, 1000,  284,    0
   4,  204, 1000,  288,    0
   4,  200, 1000,  284,    0
   4,  188, 1000,  284,    0
   4,  200, 1000,  288,    4
   4,  204, 1000,  288,    0
   4,  188, 1000,  288,    0
  12,  180, 1000,  288,    0
   0,  196, 1000,  288,    0
   8,  196,  996,  288,    0
   0,  196, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    0
   4,  188, 1000,  284,    0
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  192, 1000,  288,    0
   4,  192, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  192, 1000,  288,    0
   4,  192, 1000,  288,    0
   0,  188, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  192, 1000,  288,    0
   4,  180, 1000,  288,    0
   4,  184, 1000,  288,    4
   4,  200, 1000,  288,    4
   4,  192, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  196, 1000,  288,    4
   4,  188, 1000,  288,    0
   4,  200, 1000,  288,    4
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  192, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  196, 1000,  288,    4
   4,  196, 1000,  288,    4
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  180, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    0
   0,  188, 1000,  288,    0
   0,  192, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    0
   0,  188, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  292,    0
   4,  196, 1000,  288,    4
   4,  188, 1000,  292,    0
   4,  196, 1000,  288,    4
   0,  192, 1000,  288,    0
   4,  196, 1000,  288,    4
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   0,  188, 1000,  288,    0
   4,  196, 1000,  288,    4
   4,  192, 1000,  292,    4
   4,  188, 1000,  288,    4
   4,  184, 1000,  292,    0
   4,  196, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  292,    0
   4,  192, 1000,  292,    0
   4,  192, 1000,  288,    4
   4,  196, 1000,  288,    4
   0,  200, 1000,  288,    0
   4,  196, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  196, 1000,  288,    4
   4,  196, 1000,  288,    4
   4,  188, 1000,  292,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  292,    4
   4,  196, 1000,  288,    0
   4,  184, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    0
   4,  192, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  196, 1000,  288,    4
   4,  196, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  292,    0
   4,  188, 1000,  288,    4
   4,  180, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  292,    4
   4,  188, 1000,  288,    4
   4,  196, 1000,  288,    0
   4,  192, 1000,  288,    0
   4,  184, 1000,  292,    0
   4,  192, 1000,  288,    0
   4,  184, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  192, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  196, 1000,  288,    4
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    0
   4,  196, 1000,  288,    4
   4,  192, 1000,  288,    4
   4,  192, 1000,  288,    4
   4,  196, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    0
   4,  196, 1000,  288,    4
   4,  188, 1000,  288,    0
   4,  200, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  292,    0
   4,  192, 1000,  288,    4
   4,  188, 1000,  292,    4
  12,  212, 1000,  312,   12
  16,  212, 1000,  324,   16
  16,  208, 1000,  312,   12
  12,  208, 1000,  312,   12
  12,  208, 1000,  316,   12
  16,  208, 1000,  316,   12
   4,  192, 1000,  292,    4
   8,  192, 1000,  292,    0
   4,  188, 1000,  288,    4
   0,  192, 1000,  292,    0
   4,  188, 1000,  288,    4
   4,  192, 1000,  292,    4
   4,  192, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  192, 1000,  292,    4
   4,  192, 1000,  288,    4
   4,  188, 1000,  296,    4
   4,  188, 1000,  292,    4
   4,  196, 1000,  288,    4
   4,  200, 1000,  288,    4
   4,  184, 1000,  288,    4
  12,  204, 1000,  288,    0
   4,  196, 1000,  288,    4
   4,  192, 1000,  292,    4
   4,  200, 1000,  292,    4
   4,  200, 1000,  288,    4
   4,  204, 1000,  288,    0
   4,  192, 1000,  288,    4
   4,  192, 1000,  288,    0
   4,  192, 1000,  292,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  292,    0
   4,  192, 1000,  288,    0
   4,  192, 1000,  288,    0
   4,  192, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  192, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  192, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  192, 1000,  292,    0
   4,  192, 1000,  292,    0
   4,  192, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  176, 1000,  292,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    0
   4,  192, 1000,  292,    0
   4,  188, 1000,  288,    4
   4,  192, 1000,  292,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  292,    0
   4,  192, 1000,  292,    4
   4,  184, 1000,  292,    0
   4,  196, 1000,  288,    4
   4,  196, 1000,  288,    4
   4,  192, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  292,    4
   4,  188, 1000,  292,    4
   4,  192, 1000,  288,    0
   4,  188, 1000,  292,    4
   4,  196, 1000,  292,    0
   4,  188, 1000,  288,    4
   4,  196, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  292,    4
   4,  196, 1000,  288,    4
   4,  196, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  192, 1000,  292,    0
   4,  192, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  200, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  196, 1000,  292,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  196, 1000,  288,    4
   4,  196, 1000,  288,    4
   4,  200, 1000,  288,    0
   4,  192, 1000,  288,    4
   4,  192, 1000,  292,    0
   4,  192, 1000,  292,    0
   4,  192, 1000,  288,    4
   4,  196, 1000,  288,    4
   4,  188, 1000,  292,    4
   4,  196, 1000,  288,    4
   4,  196, 1000,  288,    4
   4,  192, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  192, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  192, 1000,  288,    4
   4,  196, 1000,  288,    0
   4,  196, 1000,  292,    0
   4,  192, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  192, 1000,  288,    4
   4,  196, 1000,  288,    4
   4,  192, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  192, 1000,  292,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  196, 1000,  288,    4
   4,  196, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    0
   4,  192, 1000,  288,    4
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  192, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  192, 1000,  292,    0
   4,  192, 1000,  288,    4
   4,  192, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  196, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   0,  188, 1000,  288,    0
   4,  196, 1000,  288,    0
   4,  196, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  192, 1000,  292,    0
   0,  188, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  192, 1000,  288,    0
   4,  188, 1000,  292,    0
   4,  196, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    0
   0,  188, 1000,  288,    0
   0,  188, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  192, 1000,  288,    0
   4,  180, 1000,  288,    0
   4,  196, 1000,  288,    0
   4,  184, 1000,  292,    0
   4,  180, 1000,  288,    0
   4,  192, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  192, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  188, 1000,  288,    0
   4,  192, 1000,  288,    0
   4,  184, 1000,  288,    0
   4,  196, 1000,  288,    4
   4,  192, 1000,  288,    0
   4,  196, 1000,  288,    4
   4,  200, 1000,  288,    0
   4,  188, 1000,  292,    4
   4,  188, 1000,  288,    0
   4,  192, 1000,  292,    0
   4,  192, 1000,  292,    0
   4,  192, 1000,  292,    0
   4,  192, 1000,  288,    0
   4,  192, 1000,  288,    4
   4,  196, 1000,  288,    0
   4,  196, 1000,  288,    0
   4,  188, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  192, 1000,  288,    0
   4,  196, 1000,  288,    4
   4,  196, 1000,  288,    4
   4,  200, 1000,  292,    4
   4,  188, 1000,  292,    0
   4,  188, 1000,  288,    4
   4,  196, 1000,  288,    4
   4,  188, 1000,  288,    4
   4,  196, 1000,  288,    4
   4,  196, 1000,  288,    4
